Date,Open,High,Low,Close,Adj Close,Volume
2021/3/11,2074.060059,2125.699951,2072.379883,2114.77002,2114.77002,1239100
2021/3/12,2085,2090.26001,2047.550049,2061.919922,2061.919922,1725800
2021/3/15,2062.300049,2067.060059,2043.51001,2066.48999,2066.48999,1298100
2021/3/16,2078.98999,2123.560059,2070,2092.52002,2092.52002,1491600
2021/3/17,2076.030029,2109.780029,2054,2091.080078,2091.080078,1299000
2021/3/18,2061,2075.5,2033.550049,2036.219971,2036.219971,1361400
2021/3/19,2042.050049,2053.100098,2017.680054,2043.199951,2043.199951,2314900
2021/3/22,2041.839966,2057.98999,2026.069946,2038.589966,2038.589966,1954800
2021/3/23,2051.699951,2072.302002,2039.219971,2052.959961,2052.959961,1367000
2021/3/24,2065.370117,2078.209961,2041.555054,2045.060059,2045.060059,1154000
2021/3/25,2044.810059,2058.870117,2010.72998,2044.359985,2044.359985,1418900
2021/3/26,2038.859985,2050.98999,2014.02002,2035.550049,2035.550049,1493500
2021/3/29,2027.880005,2058.429932,2015.619995,2055.949951,2055.949951,1229800
2021/3/30,2057.629883,2070.780029,2044.030029,2055.540039,2055.540039,1036600
2021/3/31,2059.120117,2093.326904,2056.745117,2068.629883,2068.629883,1459900
2021/4/1,2097.949951,2142.939941,2096.889893,2137.75,2137.75,1699000
2021/4/5,2152.939941,2237.310059,2151.620117,2225.550049,2225.550049,2164900
2021/4/6,2222.5,2237.659912,2214.800049,2224.75,2224.75,1353000
2021/4/7,2226.129883,2255,2225.330078,2249.679932,2249.679932,1289900
2021/4/8,2277.959961,2284.004883,2257.679932,2265.439941,2265.439941,1358300
2021/4/9,2256.699951,2289.040039,2253.714111,2285.879883,2285.879883,1044400
2021/4/12,2266.25,2275.320068,2238.465088,2254.790039,2254.790039,1565900
2021/4/13,2261.469971,2277.209961,2256.090088,2267.27002,2267.27002,1165500
2021/4/14,2275.159912,2277.98999,2249.189941,2254.840088,2254.840088,1011000
2021/4/15,2276.97998,2306.596924,2266,2296.659912,2296.659912,1373600
2021/4/16,2303,2306.439941,2284.449951,2297.76001,2297.76001,1129800
2021/4/19,2291.97998,2318.449951,2287.844971,2302.399902,2302.399902,1234400
2021/4/20,2307.889893,2309.600098,2271.709961,2293.629883,2293.629883,1088700
2021/4/21,2285.25,2295.320068,2258.570068,2293.290039,2293.290039,1196500
2021/4/22,2293.22998,2303.761963,2256.449951,2267.919922,2267.919922,1054800
2021/4/23,2283.469971,2325.820068,2278.209961,2315.300049,2315.300049,1433500
2021/4/26,2319.929932,2341.26001,2313.840088,2326.73999,2326.73999,1041700
2021/4/27,2336,2337.449951,2304.27002,2307.120117,2307.120117,1598600
2021/4/28,2407.14502,2452.37793,2374.850098,2379.909912,2379.909912,2986400
2021/4/29,2410.330078,2436.52002,2402.280029,2429.889893,2429.889893,1977700
2021/4/30,2404.48999,2427.139893,2402.159912,2410.120117,2410.120117,1957100
2021/5/3,2402.719971,2419.699951,2384.5,2395.169922,2395.169922,1689400
2021/5/4,2369.73999,2379.26001,2311.699951,2354.25,2354.25,1756000
2021/5/5,2368.419922,2382.199951,2351.409912,2356.73999,2356.73999,1090300
2021/5/6,2350.639893,2382.709961,2342.337891,2381.350098,2381.350098,1030900
2021/5/7,2400,2416.409912,2390,2398.689941,2398.689941,1163600
2021/5/10,2374.889893,2378,2334.72998,2341.659912,2341.659912,1300300
2021/5/11,2291.860107,2322,2283,2308.76001,2308.76001,1605500
2021/5/12,2261.709961,2285.370117,2230.050049,2239.080078,2239.080078,1746700
2021/5/13,2261.090088,2276.601074,2242.719971,2261.969971,2261.969971,1333500
2021/5/14,2291.830078,2321.139893,2283.320068,2316.159912,2316.159912,1331200
2021/5/17,2309.320068,2323.340088,2295,2321.409912,2321.409912,992100
2021/5/18,2336.906006,2343.149902,2303.159912,2303.429932,2303.429932,865100
2021/5/19,2264.399902,2316.76001,2263.52002,2308.709961,2308.709961,967500
2021/5/20,2328.040039,2360.340088,2321.090088,2356.090088,2356.090088,1191600
2021/5/21,2365.98999,2369,2342.370117,2345.100098,2345.100098,1141600
2021/5/24,2367,2418.47998,2360.110107,2406.669922,2406.669922,1062200
2021/5/25,2420,2432.889893,2402.98999,2409.070068,2409.070068,941900
2021/5/26,2412.834961,2442.944092,2412.514893,2433.530029,2433.530029,1092800
2021/5/27,2436.939941,2440,2402,2402.51001,2402.51001,1948100
2021/5/28,2421.959961,2428.139893,2407.689941,2411.560059,2411.560059,1205400
2021/6/1,2422,2437.970947,2404.879883,2429.810059,2429.810059,958300
2021/6/2,2435.310059,2442,2404.199951,2421.280029,2421.280029,857900
2021/6/3,2395.02002,2409.745117,2382.830078,2404.610107,2404.610107,917300
2021/6/4,2422.52002,2453.858887,2417.77002,2451.76001,2451.76001,1297400
2021/6/7,2451.320068,2468,2441.072998,2466.090088,2466.090088,1192500
2021/6/8,2479.899902,2494.495117,2468.23999,2482.850098,2482.850098,1253000
2021/6/9,2499.5,2505,2487.330078,2491.399902,2491.399902,1006300
2021/6/10,2494.01001,2523.26001,2494,2521.600098,2521.600098,1561700
2021/6/11,2524.919922,2526.98999,2498.290039,2513.929932,2513.929932,1262000
2021/6/14,2513.389893,2528.22998,2500.939941,2527.040039,2527.040039,1127500
2021/6/15,2530.439941,2537.23999,2512.969971,2520.659912,2520.659912,1109100
2021/6/16,2524.949951,2530.469971,2482.999023,2513.929932,2513.929932,1315800
2021/6/17,2510.459961,2543.929932,2510.300049,2527.419922,2527.419922,1287800
2021/6/18,2514.110107,2527.780029,2492.060059,2511.350098,2511.350098,2665300
2021/6/21,2514.800049,2540.735107,2502.685059,2529.100098,2529.100098,1312800
2021/6/22,2529,2545.399902,2520.530029,2539.98999,2539.98999,1049200
2021/6/23,2531,2555.919922,2525.040039,2529.22998,2529.22998,984700
2021/6/24,2541.070068,2550.709961,2539.199951,2545.639893,2545.639893,946700
2021/6/25,2539.139893,2550.100098,2528.879883,2539.899902,2539.899902,1674200
2021/6/28,2540,2546.73999,2519.476074,2536.389893,2536.389893,1405500
2021/6/29,2535.449951,2540,2508.73999,2520.370117,2520.370117,1047500
2021/6/30,2513.071045,2516,2495.149902,2506.320068,2506.320068,1200300
2021/7/1,2496.995117,2529.25,2496.995117,2527.370117,2527.370117,856000
2021/7/2,2536.790039,2576.959961,2535.379883,2574.379883,2574.379883,1058000
2021/7/6,2588.98999,2597.689941,2568.179932,2595.419922,2595.419922,1067500
2021/7/7,2606.820068,2612.798096,2595.199951,2601.550049,2601.550049,834000
2021/7/8,2565,2600.649902,2560.800049,2583.540039,2583.540039,989000
2021/7/9,2578.889893,2596.98999,2578.870117,2591.48999,2591.48999,755300
2021/7/12,2596.669922,2615.399902,2592,2611.280029,2611.280029,847200
2021/7/13,2617.629883,2640.840088,2612.73999,2619.889893,2619.889893,830900
2021/7/14,2638.030029,2659.919922,2637.959961,2641.649902,2641.649902,895600
2021/7/15,2650,2651.899902,2611.959961,2625.330078,2625.330078,829300
2021/7/16,2632.820068,2643.659912,2616.429932,2636.909912,2636.909912,742800
2021/7/19,2623.110107,2624.939941,2570.73999,2585.080078,2585.080078,1285500
2021/7/20,2600.080078,2640.0271,2583.768066,2622.030029,2622.030029,954200
2021/7/21,2615.73999,2652.344971,2612.030029,2652.01001,2652.01001,737100
2021/7/22,2653,2670.090088,2648,2666.570068,2666.570068,680400
2021/7/23,2705.199951,2776.169922,2694.01001,2756.320068,2756.320068,1318900
2021/7/26,2765,2794.26001,2753.02002,2792.889893,2792.889893,1152600
2021/7/27,2800.219971,2800.219971,2702,2735.929932,2735.929932,2108200
2021/7/28,2771.23999,2793.52002,2727,2727.629883,2727.629883,2734400
2021/7/29,2727.612061,2743.030029,2722.76001,2730.810059,2730.810059,964200
2021/7/30,2710.219971,2715.427002,2696.283936,2704.419922,2704.419922,1196600
2021/8/2,2709.689941,2720.409912,2693.389893,2719.790039,2719.790039,1007000
2021/8/3,2720,2726.709961,2683.669922,2725.600098,2725.600098,953200
2021/8/4,2724.98999,2730.76001,2708.300049,2720.570068,2720.570068,826400
2021/8/5,2720.570068,2739,2712,2738.800049,2738.800049,593300
2021/8/6,2725.899902,2741.601074,2720.929932,2740.719971,2740.719971,678000
2021/8/9,2738.97998,2766.429932,2728.574951,2760.040039,2760.040039,618700
2021/8/10,2761.590088,2771.030029,2744.530029,2761.929932,2761.929932,801700
2021/8/11,2765.659912,2776.955078,2747,2753.790039,2753.790039,760200
2021/8/12,2754.26001,2768.360107,2735.580078,2767.790039,2767.790039,732300
2021/8/13,2767.149902,2773.47998,2760.100098,2768.120117,2768.120117,628600
2021/8/16,2760,2779.810059,2723.314941,2778.320068,2778.320068,902000
2021/8/17,2763.820068,2774.370117,2735.75,2746.01001,2746.01001,1063600
2021/8/18,2742.310059,2765.879883,2728.419922,2731.399902,2731.399902,746700
2021/8/19,2709.350098,2749.040039,2707.120117,2738.27002,2738.27002,914800
2021/8/20,2741.659912,2772.290039,2729.340088,2768.73999,2768.73999,778200
2021/8/23,2779.969971,2843.540039,2774.958984,2821.98999,2821.98999,1054500
2021/8/24,2830.870117,2860.149902,2827.070068,2847.969971,2847.969971,756300
2021/8/25,2857.659912,2866.26001,2848.790039,2859,2859,641900
2021/8/26,2852.370117,2862.696045,2841.830078,2842.459961,2842.459961,746100
2021/8/27,2842.25,2900.219971,2840.399902,2891.01001,2891.01001,1228100
2021/8/30,2894.090088,2929.790039,2892,2909.389893,2909.389893,845800
2021/8/31,2917.689941,2922.23999,2900,2909.23999,2909.23999,1337800
2021/9/1,2913,2936.409912,2912.290039,2916.840088,2916.840088,791200
2021/9/2,2918.98999,2926.5,2882.129883,2884.379883,2884.379883,1092200
2021/9/3,2882.919922,2907.540039,2870.100098,2895.5,2895.5,955200
2021/9/7,2894.98999,2916.47998,2890.820068,2910.379883,2910.379883,758500
2021/9/8,2907.870117,2911.02002,2884,2897.669922,2897.669922,774300
2021/9/9,2897.669922,2913.389893,2888.679932,2898.27002,2898.27002,739900
2021/9/10,2908.870117,2920.379883,2834.830078,2838.419922,2838.419922,1643500
2021/9/13,2864.02002,2883.820068,2845.649902,2869.300049,2869.300049,1008800
2021/9/14,2883.219971,2894.550049,2858.110107,2868.120117,2868.120117,945800
2021/9/15,2875.179932,2911.629883,2845.120117,2904.120117,2904.120117,1032400
2021/9/16,2902.419922,2904,2868.326904,2887.469971,2887.469971,1014600
2021/9/17,2875.969971,2884.98999,2821.22998,2829.27002,2829.27002,3002000
2021/9/20,2780.003906,2787.25,2741.060059,2780.340088,2780.340088,1745900
2021/9/21,2802.340088,2816.231934,2778.110107,2792.929932,2792.929932,906500
2021/9/22,2801.01001,2831.669922,2789.435059,2818.77002,2818.77002,1103400
2021/9/23,2832.189941,2845.049072,2821.929932,2836.530029,2836.530029,863600
2021/9/24,2818.919922,2858.070068,2817.01001,2852.659912,2852.659912,747500
2021/9/27,2831.709961,2850,2810,2830.02002,2830.02002,942200
2021/9/28,2781.77002,2792.129883,2714,2723.679932,2723.679932,2109500
2021/9/29,2742.194092,2747.969971,2685,2690.419922,2690.419922,1316900
2021/9/30,2686.5,2711.800049,2660,2665.310059,2665.310059,1764700
2021/10/1,2671.090088,2741.419922,2667.550049,2729.25,2729.25,1419400
2021/10/4,2713.98999,2714,2623.330078,2675.300049,2675.300049,1576500
2021/10/5,2680,2747.23999,2680,2723.540039,2723.540039,1206300
2021/10/6,2692.51001,2757.040039,2689.72998,2747.080078,2747.080078,988200
2021/10/7,2777.26001,2803.089111,2771.26001,2783.709961,2783.709961,912500
2021/10/8,2798.120117,2806.340088,2788.586914,2801.120117,2801.120117,946200
